Id,Type
654,Cancer
655,Cancer
656,Cancer
657,Cancer
658,Cancer
659,Cancer
660,Cancer
661,Cancer
662,Cancer
663,Cancer
664,Connective
665,Connective
666,Immune
667,Cancer
668,Cancer
669,Immune
670,Connective
671,Cancer
672,Immune
673,Connective
674,Cancer
675,Cancer
676,Immune
677,Immune
678,Immune
679,Immune
680,Cancer
681,Cancer
682,Immune
683,Immune
684,Connective
685,Cancer
686,Connective
687,Connective
688,Cancer
689,Immune
690,Immune
691,Cancer
692,Immune
693,Cancer
694,Immune
695,Cancer
696,Connective
697,Immune
698,Connective
699,Immune
700,Cancer
701,Connective
702,Connective
703,Cancer
704,Connective
705,Connective
706,Connective
707,Cancer
708,Cancer
709,Connective
710,Immune
711,Immune
712,Cancer
713,Connective
714,Immune
715,Immune
716,Cancer
717,Immune
718,Immune
719,Immune
720,Connective
721,Immune
722,Immune
723,Immune
724,Cancer
725,Immune
726,Immune
727,Immune
728,Immune
729,Cancer
730,Immune
731,Immune
732,Connective
733,Immune
734,Immune
735,Cancer
736,Cancer
737,Immune
738,Immune
739,Immune
740,Immune
741,Cancer
742,Immune
743,Cancer
744,Connective
745,Immune
746,Connective
747,Cancer
748,Immune
749,Immune
750,Connective
751,Cancer
752,Immune
753,Immune
754,Immune
755,Immune
756,Connective
757,Immune
758,Immune
759,Immune
760,Immune
761,Immune
762,Immune
763,Connective
764,Immune
765,Immune
766,Connective
767,Immune
768,Immune
769,Immune
770,Immune
771,Immune
772,Immune
773,Immune
774,Connective
775,Immune
776,Immune
777,Immune
778,Immune
779,Connective
780,Cancer
781,Immune
782,Immune
783,Immune
784,Immune
785,Immune
786,Immune
787,Immune
788,Immune
789,Immune
790,Immune
791,Immune
792,Immune
793,Connective
794,Immune
795,Immune
796,Immune
797,Immune
798,Immune
799,Immune
800,Immune
801,Immune
802,Immune
803,Immune
804,Immune
805,Connective
806,Immune
807,Immune
808,Immune
809,Immune
810,Immune
811,Immune
812,Immune
813,Connective
814,Immune
815,Immune
816,Immune
817,Immune
818,Immune
819,Immune
820,Connective
821,Connective
822,Immune
823,Immune
824,Immune
825,Immune
826,Immune
827,Immune
828,Immune
829,Immune
830,Immune
831,Connective
832,Immune
833,Immune
834,Immune
835,Immune
836,Connective
837,Immune
838,Immune
839,Immune
840,Immune
841,Immune
842,Immune
843,Immune
844,Immune
845,Connective
846,Immune
847,Immune
848,Cancer
849,Immune
850,Immune
851,Connective
852,Immune
853,Connective
854,Immune
855,Immune
856,Immune
857,Connective
858,Connective
859,Immune
860,Immune
861,Immune
862,Cancer
863,Immune
864,Cancer
865,Cancer
866,Immune
867,Immune
868,Cancer
869,Connective
870,Immune
871,Connective
872,Connective
873,Connective
874,Immune
875,Connective
876,Connective
877,Immune
878,Connective
879,Immune
880,Connective
881,Immune
882,Immune
883,Connective
884,Immune
885,Immune
886,Immune
887,Immune
888,Immune
889,Immune
890,Immune
891,Cancer
892,Immune
893,Immune
894,Cancer
895,Immune
896,Cancer
897,Immune
898,Immune
899,Immune
900,Cancer
901,Connective
902,Immune
903,Immune
904,Cancer
905,Cancer
906,Connective
907,Immune
908,Cancer
909,Connective
910,Immune
911,Immune
912,Immune
913,Immune
914,Connective
915,Cancer
916,Cancer
917,Cancer
918,Immune
919,Connective
920,Cancer
921,Immune
922,Cancer
923,Connective
924,Connective
925,Immune
926,Cancer
927,Cancer
928,Cancer
929,Immune
930,Immune
931,Connective
932,Immune
933,Cancer
934,Immune
935,Cancer
936,Immune
937,Immune
938,Immune
939,Immune
940,Connective
941,Normal
942,Connective
943,Immune
944,Normal
945,Normal
946,Normal
947,Connective
948,Connective
949,Normal
950,Immune
951,Connective
952,Immune
953,Immune
954,Normal
955,Immune
956,Immune
957,Connective
958,Normal
959,Connective
960,Normal
961,Connective
962,Connective
963,Connective
964,Normal
965,Immune
966,Connective
967,Connective
968,Immune
969,Immune
970,Normal
971,Normal
972,Immune
973,Immune
974,Immune
975,Cancer
976,Immune
977,Normal
978,Connective
979,Connective
980,Connective
981,Normal
982,Normal
983,Immune
984,Normal
985,Immune
986,Cancer
987,Normal
988,Normal
989,Immune
990,Immune
991,Normal
992,Connective
993,Connective
994,Normal
995,Normal
996,Normal
997,Normal
998,Connective
999,Normal
1000,Connective
1001,Immune
1002,Cancer
1003,Immune
1004,Connective
1005,Normal
1006,Immune
1007,Normal
1008,Immune
1009,Cancer
1010,Normal
1011,Connective
1012,Normal
1013,Normal
1014,Immune
1015,Immune
1016,Normal
1017,Connective
1018,Cancer
1019,Connective
1020,Connective
1021,Normal
1022,Immune
1023,Immune
1024,Normal
1025,Normal
1026,Normal
1027,Normal
1028,Immune
1029,Cancer
1030,Immune
1031,Normal
1032,Normal
1033,Normal
1034,Immune
1035,Cancer
1036,Immune
1037,Cancer
1038,Normal
1039,Connective
1040,Connective
1041,Normal
1042,Normal
1043,Cancer
1044,Immune
1045,Immune
1046,Normal
1047,Connective
1048,Normal
1049,Immune
1050,Normal
1051,Normal
1052,Normal
1053,Cancer
1054,Normal
1055,Normal
1056,Connective
1057,Connective
1058,Normal
1059,Cancer
1060,Normal
1061,Normal
1062,Connective
1063,Immune
1064,Immune
1065,Cancer
1066,Immune
1067,Normal
1068,Cancer
1069,Immune
1070,Normal
1071,Normal
1072,Normal
1073,Immune
1074,Normal
1075,Cancer
1076,Connective
1077,Connective
1078,Immune
1079,Connective
1080,Connective
1081,Normal
1082,Connective
1083,Immune
1084,Connective
1085,Connective
1086,Normal
1087,Normal
1088,Cancer
1089,Immune
1090,Connective
1091,Cancer
1092,Connective
1093,Immune
1094,Immune
1095,Immune
1096,Normal
1097,Immune
1098,Normal
1099,Immune
1100,Immune
1101,Connective
1102,Normal
1103,Connective
1104,Cancer
1105,Normal
1106,Immune
1107,Immune
1108,Normal
1109,Immune
1110,Immune
1111,Immune
1112,Normal
1113,Normal
1114,Cancer
1115,Normal
1116,Connective
1117,Connective
1118,Immune
1119,Normal
1120,Immune
1121,Normal
1122,Normal
1123,Immune
1124,Immune
1125,Cancer
1126,Normal
1127,Cancer
1128,Normal
1129,Cancer
1130,Immune
1131,Normal
1132,Cancer
1133,Immune
1134,Normal
1135,Immune
1136,Normal
1137,Immune
1138,Immune
1139,Normal
1140,Connective
1141,Immune
1142,Immune
1143,Connective
1144,Normal
1145,Normal
1146,Connective
1147,Immune
1148,Immune
1149,Connective
1150,Immune
1151,Immune
1152,Cancer
1153,Immune
1154,Immune
1155,Immune
1156,Immune
1157,Cancer
1158,Cancer
1159,Cancer
1160,Connective
1161,Immune
1162,Normal
1163,Connective
1164,Connective
1165,Immune
1166,Immune
1167,Connective
1168,Normal
1169,Connective
1170,Immune
1171,Immune
1172,Cancer
1173,Immune
1174,Cancer
1175,Connective
1176,Immune
1177,Connective
1178,Cancer
1179,Connective
1180,Immune
1181,Connective
1182,Cancer
1183,Connective
1184,Connective
1185,Cancer
1186,Cancer
1187,Connective
1188,Cancer
1189,Immune
1190,Cancer
1191,Normal
1192,Connective
1193,Cancer
1194,Normal
1195,Normal
1196,Connective
1197,Cancer
1198,Normal
1199,Normal
1200,Immune
1201,Connective
1202,Connective
1203,Cancer
1204,Cancer
1205,Immune
1206,Normal
1207,Cancer
1208,Immune
1209,Normal
1210,Connective
1211,Cancer
1212,Cancer
1213,Cancer
1214,Normal
1215,Connective
1216,Normal
1217,Immune
1218,Immune
1219,Immune
1220,Cancer
1221,Connective
1222,Cancer
1223,Normal
1224,Normal
1225,Normal
1226,Immune
1227,Immune
1228,Cancer
1229,Connective
1230,Normal
1231,Normal
1232,Normal
1233,Normal
1234,Normal
1235,Immune
1236,Immune
1237,Immune
1238,Connective
1239,Cancer
1240,Normal
1241,Immune
1242,Connective
1243,Normal
1244,Cancer
1245,Immune
1246,Normal
1247,Normal
1248,Normal
1249,Normal
1250,Cancer
1251,Immune
1252,Normal
1253,Normal
1254,Normal
1255,Immune
1256,Normal
1257,Normal
1258,Immune
1259,Normal
1260,Immune
1261,Normal
1262,Normal
1263,Immune
1264,Normal
1265,Normal
1266,Normal
1267,Immune
1268,Normal
1269,Normal
1270,Normal
1271,Normal
1272,Immune
1273,Normal
1274,Normal
1275,Normal
1276,Normal
1277,Cancer
1278,Normal
1279,Immune
1280,Normal
1281,Normal
1282,Immune
1283,Normal
1284,Normal
1285,Normal
1286,Normal
1287,Normal
1288,Normal
1289,Immune
1290,Normal
1291,Normal
1292,Normal
1293,Immune
1294,Connective
1295,Normal
1296,Connective
1297,Immune
1298,Connective
1299,Normal
1300,Normal
1301,Normal
1302,Connective
1303,Immune
1304,Connective
1305,Normal
1306,Connective
1307,Connective
1308,Normal
1309,Connective
1310,Normal
1311,Normal
1312,Cancer
1313,Connective
1314,Immune
1315,Immune
1316,Connective
1317,Normal
1318,Normal
1319,Normal
1320,Immune
1321,Cancer
1322,Normal
1323,Connective
1324,Connective
1325,Normal
1326,Normal
1327,Cancer
1328,Normal
1329,Immune
1330,Normal
1331,Normal
1332,Cancer
1333,Normal
1334,Normal
1335,Normal
1336,Normal
1337,Immune
1338,Connective
1339,Cancer
1340,Normal
1341,Immune
1342,Normal
1343,Normal
1344,Normal
1345,Normal
1346,Connective
1347,Normal
1348,Cancer
1349,Normal
1350,Cancer
1351,Normal
1352,Normal
1353,Normal
1354,Connective
1355,Normal
1356,Normal
1357,Immune
1358,Cancer
1359,Normal
1360,Connective
1361,Immune
1362,Connective
1363,Immune
1364,Connective
1365,Immune
1366,Immune
1367,Immune
1368,Immune
1369,Immune
1370,Immune
1371,Connective
1372,Connective
1373,Immune
1374,Immune
1375,Connective
1376,Immune
1377,Immune
1378,Immune
1379,Immune
1380,Connective
1381,Immune
1382,Immune
1383,Immune
1384,Connective
1385,Connective
1386,Immune
1387,Connective
1388,Immune
1389,Immune
1390,Connective
1391,Immune
1392,Connective
1393,Immune
1394,Immune
1395,Connective
1396,Connective
1397,Immune
1398,Immune
1399,Immune
1400,Connective
1401,Immune
1402,Connective
1403,Immune
1404,Connective
1405,Immune
1406,Connective
1407,Cancer
1408,Immune
1409,Immune
1410,Immune
1411,Immune
1412,Connective
1413,Immune
1414,Connective
1415,Connective
1416,Connective
1417,Connective
1418,Normal
1419,Connective
1420,Connective
1421,Cancer
1422,Connective
1423,Cancer
1424,Immune
1425,Normal
1426,Immune
1427,Immune
1428,Connective
1429,Connective
1430,Immune
1431,Connective
1432,Connective
1433,Immune
1434,Immune
1435,Immune
1436,Connective
1437,Cancer
1438,Cancer
1439,Connective
1440,Immune
1441,Connective
1442,Connective
1443,Connective
1444,Immune
1445,Connective
1446,Immune
1447,Cancer
1448,Connective
1449,Immune
1450,Immune
1451,Connective
1452,Cancer
1453,Connective
1454,Immune
1455,Cancer
1456,Connective
1457,Cancer
1458,Connective
1459,Connective
1460,Immune
1461,Cancer
1462,Connective
1463,Connective
1464,Cancer
1465,Connective
1466,Cancer
1467,Connective
1468,Connective
1469,Connective
1470,Cancer
1471,Immune
1472,Immune
1473,Immune
1474,Connective
1475,Immune
1476,Cancer
1477,Connective
1478,Immune
1479,Immune
1480,Cancer
1481,Connective
1482,Immune
1483,Cancer
1484,Immune
1485,Immune
1486,Immune
1487,Connective
1488,Immune
1489,Immune
1490,Connective
1491,Immune
1492,Immune
1493,Immune
1494,Connective
1495,Connective
1496,Connective
1497,Immune
1498,Immune
1499,Connective
1500,Immune
1501,Immune
1502,Immune
1503,Immune
1504,Connective
1505,Connective
1506,Immune
1507,Immune
1508,Connective
1509,Immune
1510,Connective
1511,Immune
1512,Immune
1513,Immune
1514,Immune
1515,Connective
1516,Immune
1517,Immune
1518,Immune
1519,Connective
1520,Immune
1521,Connective
1522,Connective
1523,Connective
1524,Immune
1525,Immune
1526,Immune
1527,Cancer
1528,Connective
1529,Immune
1530,Connective
1531,Immune
1532,Connective
1533,Immune
1534,Immune
1535,Immune
1536,Immune
1537,Connective
1538,Connective
1539,Connective
1540,Connective
1541,Immune
1542,Immune
1543,Immune
1544,Connective
1545,Connective
1546,Immune
1547,Connective
1548,Immune
1549,Immune
1550,Immune
1551,Immune
1552,Cancer
1553,Immune
1554,Connective
1555,Connective
1556,Connective
1557,Connective
1558,Immune
1559,Connective
1560,Connective
1561,Connective
1562,Immune
1563,Normal
1564,Immune
1565,Immune
1566,Connective
1567,Connective
1568,Connective
1569,Immune
1570,Connective
1571,Cancer
1572,Connective
1573,Immune
1574,Connective
1575,Connective
1576,Connective
1577,Connective
1578,Connective
1579,Connective
1580,Immune
1581,Immune
1582,Connective
1583,Connective
1584,Connective
1585,Connective
1586,Connective
1587,Connective
1588,Immune
1589,Immune
1590,Connective
1591,Immune
1592,Immune
1593,Cancer
1594,Immune
1595,Immune
1596,Immune
1597,Connective
1598,Connective
1599,Immune
1600,Connective
1601,Immune
1602,Immune
1603,Immune
1604,Immune
1605,Immune
1606,Connective
1607,Immune
1608,Immune
1609,Immune
1610,Immune
1611,Connective
1612,Immune
1613,Immune
1614,Immune
1615,Connective
1616,Immune
1617,Immune
1618,Connective
1619,Connective
1620,Immune
1621,Immune
1622,Immune
1623,Connective
1624,Immune
1625,Immune
1626,Connective
1627,Connective
1628,Immune
1629,Immune
1630,Immune
1631,Immune
1632,Cancer
1633,Cancer
1634,Immune
1635,Immune
1636,Cancer
1637,Cancer
1638,Connective
1639,Immune
1640,Connective
1641,Immune
1642,Immune
1643,Immune
1644,Connective
1645,Connective
1646,Connective
1647,Immune
1648,Immune
1649,Immune
1650,Immune
1651,Connective
1652,Immune
1653,Connective
1654,Immune
1655,Cancer
1656,Cancer
1657,Immune
1658,Normal
1659,Connective
1660,Connective
1661,Immune
1662,Immune
1663,Immune
1664,Connective
1665,Connective
1666,Connective
1667,Immune
1668,Immune
1669,Immune
1670,Immune
1671,Connective
1672,Immune
1673,Immune
1674,Immune
1675,Immune
1676,Connective
1677,Immune
1678,Normal
1679,Connective
1680,Immune
1681,Immune
1682,Connective
1683,Connective
1684,Immune
1685,Immune
1686,Normal
1687,Immune
1688,Immune
1689,Immune
1690,Immune
1691,Connective
1692,Immune
1693,Connective
1694,Immune
1695,Connective
1696,Immune
1697,Immune
1698,Connective
1699,Immune
1700,Connective
1701,Normal
1702,Connective
1703,Connective
1704,Connective
1705,Normal
1706,Connective
1707,Immune
1708,Immune
1709,Connective
1710,Connective
1711,Connective
1712,Normal
1713,Immune
1714,Immune
1715,Immune
1716,Connective
1717,Immune
1718,Immune
1719,Immune
1720,Immune
1721,Immune
1722,Immune
1723,Connective
1724,Immune
1725,Immune
1726,Immune
1727,Normal
1728,Connective
1729,Immune
1730,Connective
1731,Immune
1732,Immune
1733,Normal
1734,Immune
1735,Connective
1736,Immune
1737,Immune
1738,Connective
1739,Immune
1740,Connective
1741,Immune
1742,Immune
1743,Immune
1744,Connective
1745,Connective
1746,Connective
1747,Normal
1748,Connective
1749,Connective
1750,Immune
1751,Connective
1752,Connective
1753,Connective
1754,Immune
1755,Connective
1756,Connective
1757,Immune
1758,Immune
1759,Immune
1760,Connective
1761,Connective
1762,Immune
1763,Connective
1764,Immune
1765,Immune
1766,Connective
1767,Immune
1768,Connective
1769,Connective
1770,Immune
1771,Connective
1772,Immune
1773,Immune
1774,Immune
1775,Connective
1776,Immune
1777,Connective
1778,Connective
1779,Connective
1780,Connective
1781,Connective
1782,Immune
1783,Immune
1784,Connective
1785,Immune
1786,Connective
1787,Connective
1788,Immune
1789,Connective
1790,Connective
1791,Connective
1792,Immune
1793,Connective
1794,Immune
1795,Immune
1796,Connective
1797,Connective
1798,Immune
1799,Immune
1800,Immune
1801,Immune
1802,Immune
1803,Connective
1804,Immune
1805,Immune
1806,Immune
1807,Cancer
1808,Cancer
1809,Immune
1810,Connective
1811,Immune
1812,Immune
1813,Connective
1814,Connective
1815,Immune
1816,Immune
1817,Connective
1818,Immune
1819,Immune
1820,Immune
1821,Connective
1822,Immune
1823,Immune
1824,Connective
1825,Connective
1826,Immune
1827,Immune
1828,Immune
1829,Immune
1830,Immune
1831,Immune
1832,Immune
1833,Connective
1834,Immune
1835,Connective
1836,Cancer
1837,Immune
1838,Connective
1839,Immune
1840,Connective
1841,Immune
1842,Immune
1843,Connective
1844,Immune
1845,Connective
1846,Immune
1847,Immune
1848,Immune
1849,Connective
1850,Immune
1851,Cancer
1852,Connective
1853,Connective
1854,Immune
1855,Immune
1856,Immune
1857,Connective
1858,Immune
1859,Immune
1860,Immune
1861,Immune
1862,Connective
1863,Immune
1864,Immune
1865,Immune
1866,Connective
1867,Immune
1868,Immune
1869,Connective
1870,Connective
1871,Connective
1872,Connective
1873,Immune
1874,Immune
1875,Immune
1876,Immune
1877,Immune
1878,Immune
1879,Immune
1880,Immune
1881,Immune
1882,Immune
1883,Immune
1884,Connective
1885,Immune
1886,Immune
1887,Connective
1888,Connective
1889,Immune
1890,Connective
1891,Immune
1892,Immune
1893,Connective
1894,Connective
1895,Connective
1896,Cancer
1897,Immune
1898,Immune
1899,Connective
1900,Connective
1901,Immune
1902,Immune
1903,Immune
1904,Connective
1905,Immune
1906,Immune
1907,Connective
1908,Immune
1909,Connective
1910,Connective
1911,Immune
1912,Immune
1913,Connective
1914,Connective
1915,Immune
1916,Connective
1917,Connective
1918,Connective
1919,Connective
1920,Immune
1921,Immune
1922,Immune
1923,Connective
1924,Normal
1925,Immune
1926,Connective
1927,Immune
1928,Immune
1929,Connective
1930,Connective
1931,Connective
1932,Immune
1933,Connective
1934,Connective
1935,Connective
1936,Immune
1937,Connective
1938,Immune
1939,Connective
1940,Connective
1941,Connective
1942,Immune
1943,Connective
1944,Connective
1945,Immune
1946,Immune
1947,Immune
1948,Connective
1949,Connective
1950,Connective
1951,Immune
1952,Immune
1953,Connective
1954,Immune
1955,Connective
1956,Connective
1957,Immune
1958,Immune
1959,Connective
1960,Immune
1961,Connective
1962,Immune
1963,Connective
1964,Immune
1965,Immune
1966,Immune
1967,Normal
1968,Connective
1969,Connective
1970,Connective
1971,Cancer
1972,Immune
1973,Connective
1974,Normal
1975,Immune
1976,Immune
1977,Immune
1978,Immune
1979,Connective
1980,Connective
1981,Immune
1982,Connective
1983,Immune
1984,Connective
1985,Connective
1986,Immune
1987,Immune
1988,Connective
1989,Connective
1990,Immune
1991,Immune
1992,Immune
1993,Connective
1994,Connective
1995,Immune
1996,Connective
1997,Connective
1998,Connective
1999,Connective
2000,Connective
2001,Connective
2002,Immune
2003,Immune
2004,Immune
2005,Immune
2006,Immune
2007,Connective
2008,Cancer
2009,Normal
2010,Immune
2011,Connective
2012,Immune
2013,Immune
2014,Cancer
2015,Connective
2016,Connective
2017,Connective
2018,Immune
2019,Connective
2020,Immune
2021,Immune
2022,Immune
2023,Connective
2024,Connective
2025,Connective
2026,Immune
2027,Connective
2028,Immune
2029,Immune
2030,Connective
2031,Connective
2032,Connective
2033,Immune
2034,Immune
2035,Connective
2036,Connective
2037,Immune
2038,Connective
2039,Immune
2040,Immune
2041,Immune
2042,Immune
2043,Connective
2044,Immune
2045,Immune
2046,Immune
2047,Immune
2048,Connective
2049,Cancer
2050,Immune
2051,Connective
2052,Connective
2053,Immune
2054,Connective
2055,Immune
2056,Immune
2057,Connective
2058,Connective
2059,Connective
2060,Immune
2061,Connective
2062,Immune
2063,Immune
